"","genes","state"
"676","ICMT","Het_Hom_DE"
"677","OPRD1","Het_Hom_DE"
"678","KCNC4","Het_Hom_DE"
"679","WDR77","Het_Hom_DE"
"680","TRIM62","Het_Hom_DE"
"681","SFPQ","Het_Hom_DE"
"682","FBXO2","Het_Hom_DE"
"683","C1orf21","Het_Hom_DE"
"684","SWT1","Het_Hom_DE"
"685","GADD45A","Het_Hom_DE"
"686","WLS","common"
"687","RGS2","Het_Hom_DE"
"688","OLFML3","Het_Hom_DE"
"689","OSCP1","Het_Hom_DE"
"690","MYCL","Het_Hom_DE"
"691","KMO","Het_Hom_DE"
"692","ACADM","Het_Hom_DE"
"693","KDM5B","Het_Hom_DE"
"694","RGS4","Het_Hom_DE"
"695","IGSF21","Het_Hom_DE"
"696","ECE1","Het_Hom_DE"
"697","GALE","Het_Hom_DE"
"698","PRPF3","Het_Hom_DE"
"699","SLC2A1","Het_Hom_DE"
"700","EBNA1BP2","Het_Hom_DE"
"701","PIK3R3","Het_Hom_DE"
"702","MTARC2","Het_Hom_DE"
"703","COLEC11","Het_Hom_DE"
"704","APOA1","common"
"705","SLC8A2","Het_Hom_DE"
"706","NRP2","common"
"707","TTR","common"
"708","B4GALT6","Het_Hom_DE"
"709","C1orf54","Het_Hom_DE"
"710","DNAI7","Het_Hom_DE"
"711","FILIP1","common"
"712","UBE3D","Het_Hom_DE"
"713","PLAGL1","common"
"714","CCN2","Het_Hom_DE"
"715","DCLRE1B","Het_Hom_DE"
"716","ARMC2","Het_Hom_DE"
"717","GHRH","Het_Hom_DE"
"718","MFSD1","Het_Hom_DE"
"719","UCHL3","Het_Hom_DE"
"720","PCDH17","Het_Hom_DE"
"721","ELL2","Het_Hom_DE"
"722","DNAH7","Het_Hom_DE"
"723","SATB2","Het_Hom_DE"
"724","TJP2","Het_Hom_DE"
"725","ECRG4","Het_Hom_DE"
"726","C1orf198","Het_Hom_DE"
"727","NEK6","Het_Hom_DE"
